(x) (t) (teta) (y)
50 80.2993 -91.7903 68.5937
50 80.3993 -91.9135 68.6984
50 80.4993 -92.0368 68.8194
50 80.5993 -92.16 68.957
50 80.6993 -92.2833 69.1112
50 80.7993 -92.4065 69.2821
50 80.8993 -92.5298 69.4691
50 80.9993 -92.653 69.6717
50 81.0993 -92.7763 69.8891
50 81.1993 -92.8995 70.1202
50 81.2993 -93.0228 70.3635
50 81.3993 -93.146 70.6172
50 81.4993 -93.2693 70.8782
50 81.5993 -93.3925 71.1417
50 81.6993 -93.5157 71.4012
50 81.7993 -93.639 71.6478
50 81.8993 -93.7622 71.8711
50 81.9993 -93.8855 72.0597
50 82.0993 -94.0087 72.2027
50 82.1993 -94.132 72.291
50 82.2993 -94.2552 72.3186
50 82.3993 -94.3785 72.2835
50 82.4993 -94.5017 72.1882
50 82.5993 -94.625 72.0391
50 82.6993 -94.7482 71.8457
50 82.7993 -94.8715 71.619
50 82.8993 -94.9947 71.3703
50 82.9993 -95.118 71.1099
50 83.0993 -95.2412 70.8464
50 83.1993 -95.3645 70.5861
50 83.2993 -95.4877 70.3335
50 83.3993 -95.611 70.0915
50 83.4993 -95.7342 69.8621
50 83.5993 -95.8575 69.6464
50 83.6993 -95.9807 69.4456
50 83.7993 -96.1039 69.2605
50 83.8993 -96.2272 69.0917
50 83.9993 -96.3504 68.9395
50 84.0993 -96.4737 68.8039
50 84.1993 -96.5969 68.6849
50 84.2993 -96.7202 68.5822
50 84.3993 -96.8434 68.4957
50 84.4993 -96.9667 68.4258
50 84.5993 -97.0899 68.3729
50 84.6993 -97.2132 68.3376
50 84.7993 -97.3364 68.3204
50 84.8993 -97.4597 68.3217
50 84.9993 -97.5829 68.3415
50 85.0993 -97.7062 68.3793
50 85.1993 -97.8294 68.4346
50 85.2993 -97.9527 68.5069
50 85.3993 -98.0759 68.5956
50 85.4993 -98.1992 68.7006
50 85.5993 -98.3224 68.822
50 85.6993 -98.4456 68.9599
50 85.7993 -98.5689 69.1145
50 85.8993 -98.6921 69.2856
50 85.9993 -98.8154 69.473
50 86.0993 -98.9386 69.6759
50 86.1993 -99.0619 69.8935
50 86.2993 -99.1851 70.1249
50 86.3993 -99.3084 70.3685
50 86.4993 -99.4316 70.6223
50 86.5993 -99.5549 70.8834
50 86.6992 -99.6781 71.1469
50 86.7992 -99.8014 71.4062
50 86.8992 -99.9246 71.6525
50 86.9992 -100.048 71.8752
50 87.0992 -100.171 72.063
50 87.1992 -100.294 72.205
50 87.2992 -100.418 72.2922
50 87.3992 -100.541 72.3185
50 87.4992 -100.664 72.2822
50 87.5992 -100.787 72.1857
50 87.6992 -100.911 72.0357
50 87.7992 -101.034 71.8415
50 87.8992 -101.157 71.6143
50 87.9992 -101.28 71.3652
50 88.0992 -101.404 71.1047
50 88.1992 -101.527 70.8412
50 88.2992 -101.65 70.581
50 88.3992 -101.773 70.3286
50 88.4992 -101.897 70.0869
50 88.5992 -102.02 69.8577
50 88.6992 -102.143 69.6423
50 88.7992 -102.266 69.4418
50 88.8992 -102.39 69.257
50 88.9992 -102.513 69.0885
50 89.0992 -102.636 68.9366
50 89.1992 -102.759 68.8014
50 89.2992 -102.883 68.6827
50 89.3992 -103.006 68.5803
50 89.4992 -103.129 68.4942
50 89.5992 -103.252 68.4246
50 89.6992 -103.376 68.372
50 89.7992 -103.499 68.3371
50 89.8992 -103.622 68.3202
50 89.9992 -103.745 68.3219
50 90.0992 -103.869 68.342
50 90.1992 -103.992 68.3802
50 90.2992 -104.115 68.4359
50 90.3992 -104.238 68.5085
50 90.4992 -104.362 68.5975
50 90.5992 -104.485 68.7029
50 90.6992 -104.608 68.8246
50 90.7992 -104.731 68.9628
50 90.8992 -104.855 69.1177
50 90.9992 -104.978 69.2891
50 91.0992 -105.101 69.4768
50 91.1992 -105.224 69.68
50 91.2992 -105.348 69.898
50 91.3992 -105.471 70.1296
50 91.4992 -105.594 70.3734
50 91.5992 -105.717 70.6274
50 91.6992 -105.84 70.8886
50 91.7992 -105.964 71.1521
50 91.8992 -106.087 71.4112
50 91.9992 -106.21 71.6571
50 92.0992 -106.333 71.8793
50 92.1992 -106.457 72.0663
50 92.2992 -106.58 72.2073
50 92.3992 -106.703 72.2933
50 92.4992 -106.826 72.3184
50 92.5992 -106.95 72.2808
50 92.6992 -107.073 72.1833
50 92.7992 -107.196 72.0323
50 92.8992 -107.319 71.8373
50 92.9992 -107.443 71.6095
50 93.0992 -107.566 71.3602
50 93.1992 -107.689 71.0995
50 93.2991 -107.812 70.836
50 93.3991 -107.936 70.576
50 93.4991 -108.059 70.3237
50 93.5991 -108.182 70.0822
50 93.6991 -108.305 69.8533
50 93.7991 -108.429 69.6382
50 93.8991 -108.552 69.438
50 93.9991 -108.675 69.2535
50 94.0991 -108.798 69.0854
50 94.1991 -108.922 68.9338
50 94.2991 -109.045 68.7989
50 94.3991 -109.168 68.6805
50 94.4991 -109.291 68.5784
50 94.5991 -109.415 68.4927
50 94.6991 -109.538 68.4234
50 94.7991 -109.661 68.3712
50 94.8991 -109.784 68.3365
50 94.9991 -109.908 68.3201
50 95.0991 -110.031 68.3221
50 95.1991 -110.154 68.3426
50 95.2991 -110.277 68.3812
50 95.3991 -110.401 68.4372
50 95.4991 -110.524 68.5101
50 95.5991 -110.647 68.5995
50 95.6991 -110.77 68.7051
50 95.7991 -110.894 68.8271
50 95.8991 -111.017 68.9657
50 95.9991 -111.14 69.1209
50 96.0991 -111.263 69.2927
50 96.1991 -111.387 69.4807
50 96.2991 -111.51 69.6842
50 96.3991 -111.633 69.9024
50 96.4991 -111.756 70.1343
50 96.5991 -111.88 70.3783
50 96.6991 -112.003 70.6325
50 96.7991 -112.126 70.8938
50 96.8991 -112.249 71.1573
50 96.9991 -112.373 71.4163
50 97.0991 -112.496 71.6618
50 97.1991 -112.619 71.8833
50 97.2991 -112.742 72.0696
50 97.3991 -112.866 72.2096
50 97.4991 -112.989 72.2944
50 97.5991 -113.112 72.3182
50 97.6991 -113.235 72.2795
50 97.7991 -113.359 72.1808
50 97.8991 -113.482 72.0288
50 97.9991 -113.605 71.8331
50 98.0991 -113.728 71.6048
50 98.1991 -113.852 71.3551
50 98.2991 -113.975 71.0943
50 98.3991 -114.098 70.8308
50 98.4991 -114.221 70.5709
50 98.5991 -114.345 70.3189
50 98.6991 -114.468 70.0776
50 98.7991 -114.591 69.8489
50 98.8991 -114.714 69.6341
50 98.9991 -114.838 69.4342
50 99.0991 -114.961 69.2501
50 99.1991 -115.084 69.0822
50 99.2991 -115.207 68.931
50 99.3991 -115.331 68.7964
50 99.4991 -115.454 68.6783
50 99.5991 -115.577 68.5766
50 99.6991 -115.7 68.4911
50 99.799 -115.824 68.4222
50 99.899 -115.947 68.3703
50 99.999 -116.07 68.336
